20:42:23 INFO  application.ApplicationManager - Start browser CHROME
20:42:24 INFO  tests.TestBase - ==================================
20:42:24 INFO  tests.TestBase - Start on method - addContactTestDataProvider
20:42:24 INFO  tests.TestBase - Start test with Data - [Masha, Qwerty, 1234512678, kselon01@bk.ru, Haifa, friend]
20:42:24 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:42:24 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:42:24 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:42:24 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:42:24 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:42:24 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:42:25 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
20:42:25 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
20:42:25 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
20:42:25 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
20:42:25 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
20:42:25 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
20:42:26 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='ADD']
20:42:26 INFO  application.MyListener - The element --> By.xpath: //a[.='ADD'] was found
20:42:26 INFO  application.MyListener - Start find element by --> By.cssSelector: input[placeholder='Name']
20:42:26 INFO  application.MyListener - The element --> By.cssSelector: input[placeholder='Name'] was found
20:42:26 INFO  application.MyListener - Start find element by --> By.cssSelector: input[placeholder='Last Name']
20:42:27 INFO  application.MyListener - The element --> By.cssSelector: input[placeholder='Last Name'] was found
20:42:27 INFO  application.MyListener - Start find element by --> By.cssSelector: input[placeholder='Phone']
20:42:27 INFO  application.MyListener - The element --> By.cssSelector: input[placeholder='Phone'] was found
20:42:27 INFO  application.MyListener - Start find element by --> By.cssSelector: input[placeholder='email']
20:42:27 INFO  application.MyListener - The element --> By.cssSelector: input[placeholder='email'] was found
20:42:27 INFO  application.MyListener - Start find element by --> By.cssSelector: input[placeholder='Address']
20:42:27 INFO  application.MyListener - The element --> By.cssSelector: input[placeholder='Address'] was found
20:42:27 INFO  application.MyListener - Start find element by --> By.cssSelector: input[placeholder='description']
20:42:27 INFO  application.MyListener - The element --> By.cssSelector: input[placeholder='description'] was found
20:42:29 INFO  application.MyListener - Start find element by --> By.xpath: //h3
20:42:32 INFO  application.MyListener - The element --> By.xpath: //h3 was found
20:42:32 INFO  tests.TestBase - End off method - addContactTestDataProvider
20:42:32 INFO  tests.TestBase - ==================================
20:42:32 INFO  tests.TestBase - Start on method - addContactTestDataProvider
20:42:32 INFO  tests.TestBase - Start test with Data - [Sasha, Asdfgh, 9872115632, kselon02@bk.ru, Haifa, friend]
20:42:32 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
