20:43:37 INFO  application.ApplicationManager - Start browser CHROME
20:43:38 INFO  tests.TestBase - ==================================
20:43:38 INFO  tests.TestBase - Start on method - addContactTestDataProvider
20:43:38 INFO  tests.TestBase - Start test with Data - [Masha, Qwerty, 1234512678, kselon01@bk.ru, Haifa, friend]
20:43:38 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:43:39 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:43:39 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:43:39 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:43:39 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:43:39 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:43:39 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
20:43:39 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
20:43:39 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
20:43:39 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
20:43:39 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
20:43:39 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
20:43:40 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='ADD']
20:43:40 INFO  application.MyListener - The element --> By.xpath: //a[.='ADD'] was found
20:43:40 INFO  application.MyListener - Start find element by --> By.cssSelector: input[placeholder='Name']
20:43:40 INFO  application.MyListener - The element --> By.cssSelector: input[placeholder='Name'] was found
20:43:41 INFO  application.MyListener - Start find element by --> By.cssSelector: input[placeholder='Last Name']
20:43:41 INFO  application.MyListener - The element --> By.cssSelector: input[placeholder='Last Name'] was found
20:43:41 INFO  application.MyListener - Start find element by --> By.cssSelector: input[placeholder='Phone']
20:43:41 INFO  application.MyListener - The element --> By.cssSelector: input[placeholder='Phone'] was found
20:43:41 INFO  application.MyListener - Start find element by --> By.cssSelector: input[placeholder='email']
20:43:41 INFO  application.MyListener - The element --> By.cssSelector: input[placeholder='email'] was found
20:43:41 INFO  application.MyListener - Start find element by --> By.cssSelector: input[placeholder='Address']
20:43:42 INFO  application.MyListener - The element --> By.cssSelector: input[placeholder='Address'] was found
20:43:42 INFO  application.MyListener - Start find element by --> By.cssSelector: input[placeholder='description']
20:43:42 INFO  application.MyListener - The element --> By.cssSelector: input[placeholder='description'] was found
20:43:43 INFO  application.MyListener - Start find element by --> By.xpath: //h3
20:43:46 INFO  application.MyListener - The element --> By.xpath: //h3 was found
20:43:46 INFO  tests.TestBase - End off method - addContactTestDataProvider
20:43:46 INFO  tests.TestBase - ==================================
