15:20:41 INFO  application.ApplicationManager - Start browser CHROME
15:20:42 INFO  tests.TestBase - ==================================
15:20:42 INFO  tests.TestBase - Start on method - loginTestDP_CSV
15:20:42 INFO  tests.TestBase - Start test with Data - [User{email='skelon+4@bk.ru', password='Qwerty$4'}]
15:20:42 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:20:42 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:20:43 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:20:43 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:20:43 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:20:43 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:20:43 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
15:20:44 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
15:20:44 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
15:20:44 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
15:20:44 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
15:20:44 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
15:20:44 INFO  application.MyListener - Start find element by --> By.xpath: //button[.='Sign Out']
15:20:45 INFO  application.MyListener - The element --> By.xpath: //button[.='Sign Out'] was found
15:20:45 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:20:45 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:20:45 INFO  tests.TestBase - End off method - loginTestDP_CSV
15:20:45 INFO  tests.TestBase - ==================================
15:20:45 INFO  tests.TestBase - Start on method - loginTestDP_CSV
15:20:45 INFO  tests.TestBase - Start test with Data - [User{email='skelon+11@bk.ru', password='Qwerty$4'}]
15:20:45 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:20:45 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:20:46 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:20:46 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:20:46 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:20:46 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:20:46 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
15:20:46 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
15:20:46 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
15:20:46 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
15:20:46 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
15:20:46 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
15:20:46 INFO  application.MyListener - Start find element by --> By.xpath: //button[.='Sign Out']
15:20:47 INFO  application.MyListener - The element --> By.xpath: //button[.='Sign Out'] was found
15:20:47 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:20:47 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:20:47 INFO  tests.TestBase - End off method - loginTestDP_CSV
15:20:47 INFO  tests.TestBase - ==================================
15:20:47 INFO  tests.TestBase - Start on method - loginTestDP_CSV
15:20:47 INFO  tests.TestBase - Start test with Data - [User{email='skelon+10@bk.ru', password='Qwerty$4'}]
15:20:47 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:20:47 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:20:48 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:20:48 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:20:48 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:20:48 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:20:48 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
15:20:48 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
15:20:48 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
15:20:48 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
15:20:48 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
15:20:48 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
15:20:48 INFO  application.MyListener - Start find element by --> By.xpath: //button[.='Sign Out']
15:20:48 INFO  application.MyListener - The element --> By.xpath: //button[.='Sign Out'] was found
15:20:48 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:20:49 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:20:49 INFO  tests.TestBase - End off method - loginTestDP_CSV
