15:10:40 INFO  application.ApplicationManager - Start browser FIREFOX
15:10:41 INFO  tests.TestBase - ==================================
15:10:41 INFO  tests.TestBase - Start on method - smokeTest
15:10:41 INFO  tests.TestBase - Start test with Data - []
15:10:43 INFO  tests.TestBase - End off method - smokeTest
15:10:43 INFO  tests.TestBase - ==================================
15:10:43 INFO  tests.TestBase - Start on method - smokeTest
15:10:43 INFO  tests.TestBase - Start test with Data - []
15:10:43 INFO  tests.TestBase - End off method - smokeTest
15:10:43 INFO  tests.TestBase - ==================================
15:10:43 INFO  tests.TestBase - Start on method - loginNegativeTestWithWrongPassword
15:10:43 INFO  tests.TestBase - Start test with Data - []
15:10:43 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:43 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:43 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:43 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:43 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:43 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:43 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
15:10:43 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
15:10:43 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
15:10:43 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
15:10:44 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
15:10:44 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
15:10:45 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:45 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:45 INFO  tests.TestBase - End off method - loginNegativeTestWithWrongPassword
15:10:45 INFO  tests.TestBase - ==================================
15:10:45 INFO  tests.TestBase - Start on method - loginPositive
15:10:45 INFO  tests.TestBase - Start test with Data - []
15:10:45 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:45 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:45 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:45 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:45 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:45 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:45 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
15:10:45 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
15:10:46 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
15:10:46 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
15:10:46 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
15:10:46 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
15:10:46 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='ADD']
15:10:46 INFO  application.MyListener - The element --> By.xpath: //a[.='ADD'] was found
15:10:46 INFO  application.MyListener - Start find element by --> By.xpath: //button[.='Sign Out']
15:10:46 INFO  application.MyListener - The element --> By.xpath: //button[.='Sign Out'] was found
15:10:46 INFO  tests.TestBase - End off method - loginPositive
15:10:46 INFO  tests.TestBase - ==================================
15:10:46 INFO  tests.TestBase - Start on method - loginPositiveDto
15:10:46 INFO  tests.TestBase - Start test with Data - []
15:10:46 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:46 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:46 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:46 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:46 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:46 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:47 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
15:10:47 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
15:10:47 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
15:10:47 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
15:10:47 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
15:10:47 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
15:10:47 INFO  application.MyListener - Start find element by --> By.xpath: //button[.='Sign Out']
15:10:47 INFO  application.MyListener - The element --> By.xpath: //button[.='Sign Out'] was found
15:10:48 INFO  tests.TestBase - End off method - loginPositiveDto
15:10:48 INFO  tests.TestBase - ==================================
15:10:48 INFO  tests.TestBase - Start on method - loginTestBase
15:10:48 INFO  tests.TestBase - Start test with Data - []
15:10:48 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:48 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:48 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:48 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:48 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:48 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:48 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
15:10:48 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
15:10:48 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
15:10:48 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
15:10:48 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
15:10:48 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
15:10:49 INFO  tests.TestBase - End off method - loginTestBase
15:10:49 INFO  tests.TestBase - ==================================
15:10:49 INFO  tests.TestBase - Start on method - loginTestDP_CSV
15:10:49 INFO  tests.TestBase - Start test with Data - [User{email='skelon+4@bk.ru', password='Qwerty$4'}]
15:10:49 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:52 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:52 INFO  application.MyListener - Start find element by --> By.xpath: //button[.='Sign Out']
15:10:52 INFO  application.MyListener - The element --> By.xpath: //button[.='Sign Out'] was found
15:10:53 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:53 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:53 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:53 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:53 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
15:10:53 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
15:10:54 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
15:10:54 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
15:10:54 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
15:10:54 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
15:10:54 INFO  application.MyListener - Start find element by --> By.xpath: //button[.='Sign Out']
15:10:54 INFO  application.MyListener - The element --> By.xpath: //button[.='Sign Out'] was found
15:10:54 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:54 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:54 INFO  tests.TestBase - End off method - loginTestDP_CSV
15:10:54 INFO  tests.TestBase - ==================================
15:10:54 INFO  tests.TestBase - Start on method - loginTestDP_CSV
15:10:54 INFO  tests.TestBase - Start test with Data - [User{email='skelon+11@bk.ru', password='Qwerty$4'}]
15:10:54 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:54 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:55 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:55 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:55 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:55 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:56 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
15:10:56 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
15:10:56 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
15:10:56 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
15:10:56 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
15:10:56 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
15:10:56 INFO  application.MyListener - Start find element by --> By.xpath: //button[.='Sign Out']
15:10:56 INFO  application.MyListener - The element --> By.xpath: //button[.='Sign Out'] was found
15:10:57 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:57 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:57 INFO  tests.TestBase - End off method - loginTestDP_CSV
15:10:57 INFO  tests.TestBase - ==================================
15:10:57 INFO  tests.TestBase - Start on method - loginTestDP_CSV
15:10:57 INFO  tests.TestBase - Start test with Data - [User{email='skelon+10@bk.ru', password='Qwerty$4'}]
15:10:57 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:57 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:58 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:58 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:58 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
15:10:58 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
15:10:58 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
15:10:58 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
