16:06:02 INFO  application.ApplicationManager - Start browser CHROME
16:06:03 INFO  tests.TestBase - ==================================
16:06:03 INFO  tests.TestBase - Start on method - smokeTest
16:06:03 INFO  tests.TestBase - Start test with Data - []
16:06:05 INFO  tests.TestBase - End off method - smokeTest
16:06:05 INFO  tests.TestBase - ==================================
16:06:05 INFO  tests.TestBase - Start on method - smokeTest
16:06:05 INFO  tests.TestBase - Start test with Data - []
16:06:05 INFO  tests.TestBase - End off method - smokeTest
16:06:05 INFO  tests.TestBase - ==================================
16:06:05 INFO  tests.TestBase - Start on method - loginNegativeTestWithWrongPassword
16:06:05 INFO  tests.TestBase - Start test with Data - []
16:06:05 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
16:06:05 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
16:06:05 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
16:06:05 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
16:06:05 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
16:06:05 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
16:06:05 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
16:06:05 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
16:06:06 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
16:06:06 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
16:06:06 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
16:06:06 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
16:06:07 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
16:06:07 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
16:06:07 INFO  tests.TestBase - End off method - loginNegativeTestWithWrongPassword
16:06:07 INFO  tests.TestBase - ==================================
16:06:07 INFO  tests.TestBase - Start on method - loginPositive
